uuid,location,category,sywr,uid,pid,zip,Vertical,SubCategory,Product
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75447158,%2FoGgFY1246kJQCjhUYW4%2BRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61325,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75456950,T8198xCfH%2FJ1tvpBMJpMDhLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61326,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75444288,PXVhWifbei7n5gOb4%2BB0WxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61327,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75448024,A79FEoG9I2afBEvIA92fUhLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61328,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75457216,wKb633VtkrB5qAe7jxZizBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61329,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75444084,%2F02bhmIIr7hMoUx2hLsBohLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61330,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75447416,M3zqLYKTFe6%2FRj3bfNBCmxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61331,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75453958,g3%2BLjoG25IqzC2wA%2BPa91BLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61332,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75445918,JnHb55fzFsk2F7mVVtJ7WhLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61333,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75449326,ZQH5gRx%2BfXAP15GLtvGWaRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61334,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75450786,xwRO0nHkM2zxmTcUjLZFIxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61335,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75448460,bZa2ZGtxdMNzGJlb70S6hhLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61336,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75454918,e6VC6L9faZ%2BDu8bPG%2Ber7BLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61337,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75457228,wi9RB%2B7J2TGu4z7fAl9FPRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61338,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75444018,qVyf5JkkmUk0bsvI8BvJjhLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61340,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75445720,%2FvYg7ugnS3VUh1I8hL6t0RLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61341,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75455038,VzuT%2BNyX6lcbLB8wUHF6ZxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61342,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75444400,%2FQSTYZ8Ngm6E4OlSudI4zxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61344,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75451732,0zch9pSojv1qA8fpu5NNxBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61345,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75447752,Z9GB9KP7nYb7DZLiTnKFWRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61346,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75457876,eZEoMzYwwRNf0gLJ53uX4xLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61348,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75452764,oRxQ%2FxShnV1PWC9EOn%2BDDBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61349,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75452350,BowNkQ%2BaWYda37ZILHIXcBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61350,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75451166,ExmLnljlHzmQXtjN0U5x7hLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61353,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75454766,9A%2FFUuabhbOO7YSd8qpjTRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61354,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75457748,JoHjrVz75MP2Mfbtx2y8aRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61356,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75453364,DwUUVgu7tZBz1VYrW4kFbhLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61358,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75444506,21QbIijE83HIg1x20dg1yxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61359,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75457020,MCJ8pAbSeGy44%2B5aWXPd1xLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61360,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75446360,S%2B2xu9NRx%2FlfYSjCTqF0FRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61361,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75448582,U5oD0TRl23J7kAUSlgdz0BLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61362,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75454534,S2WWIBc0AYeXKrBgP1Tq9xLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61363,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75457600,fH71KVFuneSJojNoMm5yERLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61364,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75451766,yKBJet0xiRuT6UG0eBPbzhLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61367,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75451628,j7hU6IFRIV9xa0GMFPpMYxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61368,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75453640,RqGt0t9EtMaAHiFsOQElQRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61369,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75447694,SK5BlAwz8adMSXesAgqXthLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61370,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75453574,lSqES%2FsSov2xNYhWPzoMXxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61371,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75443596,A4Xnemnhrl1xv4t51HzbIBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61372,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75448014,22cqD3VbfNydMc88mWj4yhLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61373,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75451556,bTuJXufu66SSbz44SA4TThLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61374,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75446418,oYh7Id6YEXNplwPOXw9B%2BBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61375,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75444676,Pqq%2Bugt2Fv%2F3%2BR9WqRMaKBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61376,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75448102,YI7CqfFjzDd1rd2kgEIF2xLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61377,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75447480,wjqpUaIoq1JWjdnfx2BHPxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61378,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75454368,HlIuy%2FkjeCgs3AIGxeZj%2BRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61379,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75453934,NP2Blrt6K4ACwmbY3nol%2BRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61401,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75447732,JBBDONw32g%2BdL3R6WMczGBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61402,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75456700,6K9n%2FjBLX5e%2BWRPnDXAuHRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61410,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75449392,7bniZoD32E2ONgZMBObzPxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61411,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75443606,FOnqF%2B9sV7ToBGs2LSjqYBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61412,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75444250,jwgRoo8fdiCdSqXwjUx5oxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61413,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75455958,9ytrkE889r%2FkRP4PZF7qHBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61414,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75456660,5Qvt6%2FHstE%2BCJfn0CzuZiRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61415,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75443436,4MBqWEJGjymm2qFG5nkpZRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61416,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75450400,ijqcWB2s6cp8%2Bs63ruG5sRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61417,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75449402,njnEkHajXn0046DgwVPQLhLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61418,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75457364,P%2BsIkUSSoJyr16dQzU0skhLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61419,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75444574,e9EWKUDsRSRdM8DeD7Iu1xLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61420,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75449704,6IBzl0Rt5mxC0HdofmjKchLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61421,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75450366,d6NvpSEpevup5cIFG1vTPxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61422,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75450050,aVWY9e3s9cBk2n7J4xMGZRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61423,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75445262,ov%2BVm7P6nDaGctLJv%2BouCBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61424,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75449930,S1UgU6IHFSvxHJTuAygbaBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61425,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75451560,ThT2m8uP8J997Hw2b3OpXxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61426,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75454476,X4bAIiZX4kskdqQSROg8khLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61427,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75443788,zP2tQ8ph6ZB5ol4zNzlZMBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61428,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75450468,KnMQtm85jr%2BqoSTMomXSuRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61430,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75452814,5ht5bks8uA2kyC3P7gymQBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61431,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75447444,usS4CP%2Bk5ngpbRLffroL%2FhLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61432,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75444462,YCYgbFxYkz71wEvGjfBXxRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61433,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75452398,6N5xmJMWmOTxyVnxxWtprRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61434,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75451018,LnxwQlQsTxK71qwO06p%2FpxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61435,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75444174,ykPH3juDjnKeXakCH6JdxBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61436,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75449338,UHke%2B%2FADGmARgi6fFhstChLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61437,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75453594,KKxMgJduDJp3i4gLvXyNxxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61438,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75444194,bEKrIJ23FPxlw0dmhih%2FAxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61439,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75454724,Wr52v111kJMHzks61CCLNhLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61440,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75457446,HF3g4ZreeUh1oowYYim57BLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61441,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75453772,KQNgPwRHbJuetjgtskd9kxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61442,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75450780,gZ7mNIQ5G3z6mCTQ%2BUBv%2FxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61443,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75451620,te5SEHwF8X6EAlzeBpY59RLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61447,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75453408,KFiCNH0UTUw8jodR46LmvRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61448,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75455716,EZOEIZkFTZskXnamSEd0NxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61449,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75449632,GvtB6jtKF5OFXzMkqp9ZnhLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61450,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75454026,JdinpN6q7BuurqqL1d4vLRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,61451,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
